customer_id,date,customer_gender,customer_age,customer_location,customer_type,has_cc,has_mortgage,convenience,customer_service,online_banking,interest_rates,fees_charges,community_involvement,products_services,privacy_security,reputation,satisfied
247011,05-11-2021,Female,30,Munster,Business,TRUE,FALSE,2,2,4,4,4,,4,5,4,TRUE
332187,01-03-2022,Female,66,Munster,Personal,TRUE,FALSE,4,5,4,4,3,1,1,3,,TRUE
189515,21-01-2021,Male,66,Leinster,Business,TRUE,FALSE,,,4,5,4,1,1,4,5,TRUE
292189,31-10-2021,Female,53,Munster,Business,TRUE,FALSE,3,2,3,4,3,3,3,1,,FALSE
228867,18-09-2022,Female,56,Munster,Business,TRUE,FALSE,1,,1,5,4,4,4,4,2,TRUE
328632,29-03-2021,Not specified,44,Leinster,Business,TRUE,FALSE,4,4,1,5,5,5,2,2,2,TRUE
10436,15-09-2021,Female,59,Munster,Business,FALSE,FALSE,2,1,2,3,2,2,4,,3,FALSE
208948,25-11-2021,Male,59,Leinster,Business,FALSE,FALSE,2,4,4,3,2,2,4,3,2,FALSE
267544,17-09-2021,Female,24,Leinster,Personal,TRUE,TRUE,4,2,2,4,3,4,4,4,5,FALSE
324314,05-12-2021,Female,62,,Business,TRUE,FALSE,4,4,2,2,5,5,3,5,3,TRUE
58625,25-05-2022,Female,34,Leinster,Personal,TRUE,TRUE,4,4,4,3,2,4,5,5,2,TRUE
329783,23-05-2021,m,55,Leinster,Business,TRUE,FALSE,2,2,5,3,5,5,3,5,,TRUE
125062,22-01-2021,Male,38,Munster,Personal,TRUE,TRUE,3,4,2,2,3,3,1,1,4,FALSE
264179,09-10-2022,Male,42,Munster,Personal,TRUE,TRUE,2,1,1,3,4,4,3,4,4,FALSE
335275,22-04-2021,Male,,Leinster,Personal,TRUE,TRUE,2,2,3,2,3,3,5,4,3,TRUE
193214,08-11-2022,Not specified,45,Connacht,Personal,TRUE,FALSE,2,4,2,2,2,3,3,3,2,FALSE
236881,27-04-2021,Male,51,Leinster,Personal,TRUE,FALSE,5,4,5,3,5,5,3,3,4,TRUE
353558,07-01-2021,f,25,Munster,Business-Plus,TRUE,TRUE,2,4,4,2,3,1,3,1,2,FALSE
205617,09-03-2022,f,71,Munster,Personal,TRUE,TRUE,3,1,4,3,1,,5,4,4,FALSE
1129,29-07-2021,Male,28,,Personal,TRUE,FALSE,5,1,5,,5,5,,4,5,TRUE
235833,27-10-2021,Female,18,Ulster,Personal,TRUE,FALSE,4,5,1,3,1,2,4,4,,FALSE
252077,15-01-2022,Male,41,Leinster,Business,TRUE,FALSE,4,4,4,4,4,4,4,1,2,FALSE
115647,12-07-2022,Female,33,Munster,Personal,TRUE,FALSE,4,3,4,5,4,2,3,3,,TRUE
180211,19-03-2021,Female,,Munster,Business-Plus,TRUE,TRUE,3,1,1,2,2,3,2,2,1,FALSE
101181,13-11-2022,Male,31,Munster,Business,FALSE,FALSE,1,2,2,2,3,2,3,3,2,FALSE
336209,13-09-2022,Male,32,Connacht,Personal,TRUE,FALSE,4,5,5,4,4,5,2,2,4,TRUE
152382,22-02-2021,Female,30,Leinster,Personal,TRUE,FALSE,5,5,5,4,4,5,4,5,4,TRUE
36176,25-08-2021,Female,50,Munster,Personal,TRUE,FALSE,4,4,3,4,4,3,3,4,,FALSE
71154,28-01-2021,Female,54,Munster,Business,TRUE,FALSE,3,3,4,2,1,4,4,4,5,TRUE
67239,27-03-2021,Not specified,61,Leinster,Personal,FALSE,TRUE,4,5,4,2,1,1,1,1,5,FALSE
377304,20-08-2021,Female,,Munster,Personal,TRUE,FALSE,2,1,4,4,4,4,4,,3,TRUE
194029,12-03-2021,Female,55,Leinster,Business,TRUE,FALSE,1,1,3,5,3,3,1,,4,TRUE
35966,23-02-2022,Female,78,Leinster,Business,TRUE,FALSE,4,3,3,4,4,,3,1,4,FALSE
264863,21-02-2022,m,62,Leinster,Business,FALSE,FALSE,2,4,4,5,4,4,,4,,TRUE
304036,20-11-2021,Male,26,Leinster,Personal,TRUE,TRUE,3,3,1,2,1,4,2,3,1,FALSE
55914,09-10-2022,Female,63,,Personal,TRUE,FALSE,2,2,4,5,,4,4,4,3,TRUE
326900,10-08-2021,Female,,Leinster,Business,TRUE,TRUE,2,2,4,3,4,2,4,4,1,FALSE
78688,08-07-2021,,41,Ulster,Business,TRUE,FALSE,2,4,5,3,3,3,1,4,3,TRUE
206707,24-10-2022,Female,38,Leinster,Business,FALSE,TRUE,2,2,2,4,4,3,3,4,2,FALSE
266087,04-11-2022,Male,73,Leinster,Personal,TRUE,TRUE,4,4,4,1,2,1,5,,2,FALSE
131264,20-11-2022,Male,72,Munster,Personal,TRUE,TRUE,2,3,3,1,2,5,2,1,4,FALSE
56094,04-06-2022,Male,29,Leinster,Personal,FALSE,FALSE,3,3,3,4,3,5,1,5,2,TRUE
219379,11-07-2021,Female,,,Personal,TRUE,TRUE,1,1,1,1,2,3,4,2,2,FALSE
344132,07-11-2021,Male,42,Munster,Personal,TRUE,FALSE,2,1,2,2,2,4,4,3,2,FALSE
29667,23-02-2022,,,,Business,TRUE,FALSE,3,3,4,3,4,4,4,4,,TRUE
30332,17-09-2022,,28,Connacht,Personal,TRUE,FALSE,4,4,4,4,1,1,3,4,4,FALSE
263366,27-06-2021,Male,41,Leinster,Personal,TRUE,TRUE,1,1,1,2,3,3,5,5,3,FALSE
269700,17-04-2021,Male,59,Munster,Business,TRUE,FALSE,5,5,4,4,4,4,4,4,3,TRUE
125763,08-06-2021,Male,55,Munster,Business,TRUE,FALSE,5,5,1,4,5,1,5,5,5,TRUE
99343,09-07-2022,Female,,Leinster,Business,TRUE,FALSE,1,1,3,1,1,4,5,4,1,TRUE
125913,23-04-2022,Male,26,Connacht,Personal,TRUE,TRUE,3,3,2,3,2,4,3,4,2,FALSE
109437,05-06-2022,,74,Ulster,Business-Plus,FALSE,TRUE,2,2,4,4,4,4,4,4,,FALSE
104626,23-04-2022,Not specified,67,Leinster,Personal,TRUE,TRUE,2,2,4,3,2,2,3,2,5,FALSE
176972,24-10-2021,Male,40,Connacht,Business,TRUE,FALSE,2,4,1,3,4,4,4,3,1,FALSE
67052,17-11-2021,Male,29,Leinster,Business,TRUE,FALSE,1,1,2,1,1,3,5,1,1,TRUE
299181,01-05-2022,Female,43,Leinster,Business,TRUE,FALSE,3,3,3,5,5,,5,3,5,TRUE
277868,30-08-2021,,64,Munster,Personal,TRUE,FALSE,5,4,5,5,5,1,1,2,,TRUE
58918,17-04-2021,Female,,Leinster,Personal,FALSE,TRUE,1,3,2,4,5,3,4,4,4,FALSE
142796,10-02-2022,Male,61,Leinster,Personal,TRUE,TRUE,1,1,5,4,1,2,1,1,4,FALSE
333499,02-04-2021,Not specified,38,Leinster,Personal,TRUE,TRUE,1,4,4,2,1,4,5,5,1,FALSE
260284,11-02-2021,Female,52,Leinster,Business,TRUE,FALSE,2,2,2,4,4,3,1,4,4,TRUE
102157,05-06-2022,Female,57,Leinster,Personal,TRUE,FALSE,2,4,4,4,3,2,2,,3,FALSE
59884,09-06-2022,Female,,Leinster,Business,FALSE,FALSE,2,5,3,2,4,4,3,4,2,TRUE
371276,28-11-2022,f,,Leinster,Business,TRUE,FALSE,1,1,4,3,,5,3,5,2,TRUE
269371,18-07-2021,Not specified,60,,Business,TRUE,FALSE,4,4,5,5,4,3,3,3,5,TRUE
39937,14-07-2021,Female,54,Leinster,Business,TRUE,FALSE,1,3,4,4,2,,3,4,3,TRUE
234020,05-02-2022,Male,60,Leinster,Personal,TRUE,TRUE,3,3,3,3,1,3,5,4,1,FALSE
126366,20-02-2021,Female,,Ulster,Business,TRUE,FALSE,2,1,2,1,1,3,3,4,1,FALSE
292227,26-01-2021,Female,67,,Personal,TRUE,FALSE,4,4,1,1,4,4,4,4,3,TRUE
304782,30-07-2022,Female,,Leinster,Personal,TRUE,TRUE,3,2,3,3,2,2,2,2,2,FALSE
313916,04-02-2021,f,23,Connacht,Business-Plus,TRUE,TRUE,1,,4,3,4,,5,5,1,FALSE
371071,23-05-2021,,56,Leinster,Personal,TRUE,TRUE,3,3,,4,2,4,1,1,2,FALSE
262596,13-08-2021,Male,40,Leinster,Business,TRUE,FALSE,2,2,4,4,3,2,5,3,4,TRUE
339181,09-04-2021,,42,,Business,TRUE,FALSE,3,1,4,3,4,4,4,4,,TRUE
64885,27-11-2021,m,43,Leinster,Business,TRUE,FALSE,1,1,4,1,3,,3,3,2,TRUE
195591,21-06-2021,Male,23,,Personal,TRUE,TRUE,4,4,4,3,1,5,4,5,1,TRUE
230703,14-08-2022,Female,32,Leinster,Personal,TRUE,FALSE,1,1,1,5,4,5,2,4,1,FALSE
330422,20-09-2021,Male,30,Connacht,Business,TRUE,FALSE,2,2,3,3,5,5,4,4,5,TRUE
164704,06-02-2022,Not specified,59,Leinster,Personal,TRUE,FALSE,2,3,4,3,2,2,3,4,2,FALSE
65081,07-02-2022,,36,Munster,Business,TRUE,FALSE,2,4,3,2,2,2,2,2,2,FALSE
251845,26-02-2022,Female,48,,Personal,TRUE,TRUE,2,2,4,2,2,4,3,2,2,FALSE
141824,08-04-2022,Male,74,Connacht,Personal,TRUE,TRUE,4,3,4,4,2,2,2,3,3,FALSE
319866,05-09-2021,Female,49,Leinster,Business,TRUE,FALSE,2,2,4,2,5,5,5,5,2,TRUE
119035,20-06-2022,Male,26,Munster,Business,TRUE,TRUE,2,2,2,3,2,4,2,1,4,FALSE
2249,17-11-2021,Male,69,Leinster,Personal,FALSE,TRUE,3,2,3,4,3,1,2,1,3,FALSE
76340,16-03-2021,Male,54,Leinster,Business,TRUE,FALSE,,3,5,4,4,4,2,4,4,TRUE
185261,21-11-2021,,,Munster,Business,TRUE,FALSE,1,5,4,,1,1,1,1,3,FALSE
280936,11-06-2022,Male,46,Munster,Business,TRUE,FALSE,2,5,5,3,3,3,2,5,3,TRUE
160360,15-06-2021,Not specified,20,Leinster,Personal,TRUE,TRUE,4,4,4,1,2,2,3,,2,FALSE
98883,27-09-2022,Male,36,,Personal,TRUE,FALSE,4,1,,1,1,1,3,3,,FALSE
256221,18-01-2022,Male,51,Leinster,Personal,TRUE,FALSE,1,3,4,1,4,3,4,3,,FALSE
188092,13-09-2021,Female,48,Munster,Personal,TRUE,TRUE,,2,4,1,2,,5,4,2,FALSE
200712,06-07-2021,Male,63,Leinster,Personal,TRUE,TRUE,2,2,2,4,1,4,2,2,1,FALSE
178003,24-11-2021,Female,59,Leinster,Business,TRUE,FALSE,4,4,5,5,4,2,4,3,5,TRUE
152620,12-03-2021,,52,Munster,Business,TRUE,FALSE,1,3,3,4,3,3,3,3,1,TRUE
143472,07-03-2022,Male,30,Leinster,Personal,TRUE,TRUE,2,1,1,2,3,1,3,3,3,FALSE
295467,12-02-2021,Male,40,Munster,Personal,TRUE,FALSE,3,4,3,5,1,4,4,4,5,FALSE
184444,01-04-2021,Female,52,Munster,Business,TRUE,FALSE,5,5,4,,5,5,5,4,3,TRUE
228079,01-11-2022,,59,Leinster,Personal,FALSE,TRUE,3,3,4,4,2,4,1,4,5,FALSE
136052,08-12-2021,Not specified,60,Leinster,Business,TRUE,FALSE,4,4,4,4,4,4,,4,2,TRUE
305605,28-03-2021,Female,39,Munster,Business,TRUE,FALSE,5,5,5,2,5,3,4,4,2,TRUE
28360,20-09-2021,Female,46,Leinster,Business,FALSE,FALSE,3,3,4,4,3,3,3,3,3,TRUE
243925,01-10-2022,Female,53,Leinster,Personal,TRUE,FALSE,5,2,1,4,4,5,5,1,2,TRUE
305585,20-09-2022,,,Leinster,Personal,TRUE,TRUE,2,2,4,4,1,4,2,3,2,FALSE
211351,15-02-2022,Male,57,Ulster,Personal,TRUE,FALSE,3,1,4,4,3,3,3,3,4,FALSE
241681,07-11-2022,,20,Ulster,Personal,TRUE,TRUE,1,1,1,3,3,1,4,4,1,FALSE
237302,26-11-2021,Male,49,Leinster,Business,TRUE,FALSE,2,4,3,3,2,2,2,2,3,FALSE
112374,02-12-2022,Male,31,Munster,Business,TRUE,FALSE,2,2,5,5,4,4,,4,5,TRUE
43601,18-09-2021,f,51,Leinster,Business,TRUE,FALSE,2,2,2,1,1,4,4,4,1,FALSE
317472,01-11-2021,Female,65,Connacht,Business-Plus,TRUE,TRUE,2,2,2,,1,1,3,4,1,FALSE
264104,07-12-2022,Female,47,Connacht,Business,TRUE,TRUE,2,2,4,1,2,3,4,5,2,FALSE
293489,10-09-2021,Female,,Leinster,Business,TRUE,FALSE,2,3,5,4,3,3,3,3,3,TRUE
10728,17-07-2021,Not specified,25,,Personal,TRUE,TRUE,4,3,4,2,3,3,5,4,3,TRUE
348201,10-01-2021,Male,35,Ulster,Business,TRUE,FALSE,3,3,5,5,5,4,4,5,5,TRUE
57635,17-05-2021,Female,,Ulster,Personal,FALSE,FALSE,1,3,3,5,2,3,4,2,5,FALSE
13962,01-02-2021,Female,50,Leinster,Business,TRUE,FALSE,3,,5,5,3,4,4,3,,TRUE
272357,12-06-2022,Male,41,Connacht,Business,TRUE,FALSE,3,3,3,4,3,3,3,3,1,FALSE
115120,30-04-2021,Male,46,Leinster,Business-Plus,TRUE,FALSE,4,5,4,4,2,1,2,5,3,TRUE
386753,28-11-2021,Male,45,Connacht,Business,TRUE,FALSE,1,1,,5,5,3,3,1,5,FALSE
77117,01-07-2022,Female,43,Munster,Business,TRUE,FALSE,5,5,3,4,4,4,4,3,5,TRUE
266425,31-08-2021,Female,64,Leinster,Business,FALSE,FALSE,4,3,4,4,4,,4,3,4,TRUE
188952,31-01-2022,Female,,Munster,Business-Plus,TRUE,TRUE,4,1,4,2,3,,4,,3,FALSE
198358,06-07-2021,Male,29,Munster,Personal,TRUE,FALSE,2,4,1,1,1,1,3,3,1,TRUE
139662,26-08-2022,Male,42,Leinster,Business,TRUE,FALSE,4,4,4,4,5,,5,1,5,TRUE
333086,17-09-2022,Female,38,Munster,Personal,TRUE,FALSE,3,3,3,2,2,4,2,3,2,FALSE
91039,06-11-2022,Male,41,,Business,TRUE,FALSE,3,3,1,1,1,4,3,2,1,FALSE
244335,08-11-2022,,51,Munster,Business,TRUE,TRUE,2,4,3,3,4,2,2,,3,FALSE
101549,08-04-2021,Female,,Connacht,Business-Plus,FALSE,FALSE,3,3,1,,3,3,3,3,3,FALSE
181365,02-12-2022,Male,53,Connacht,Business-Plus,TRUE,TRUE,2,3,2,4,,1,1,1,2,FALSE
199223,20-07-2021,Female,78,,Personal,FALSE,TRUE,3,3,3,2,5,4,3,4,5,FALSE
273880,02-07-2021,Female,30,Leinster,Business-Plus,TRUE,FALSE,3,4,3,5,3,2,3,3,5,FALSE
226409,08-09-2021,Male,48,Munster,Personal,TRUE,FALSE,5,4,5,4,5,2,3,5,5,TRUE
384056,11-07-2022,Not specified,29,,Personal,TRUE,TRUE,3,3,3,,3,3,5,5,,FALSE
308451,15-08-2021,f,66,Munster,Personal,FALSE,FALSE,2,2,2,1,2,1,2,3,2,FALSE
231474,08-04-2022,Female,55,Leinster,Business,TRUE,FALSE,5,1,5,5,5,5,5,5,3,TRUE
346994,10-09-2022,Male,74,Leinster,Personal,FALSE,TRUE,1,1,2,4,3,3,3,,3,FALSE
337494,22-02-2022,,,,Business,TRUE,FALSE,3,3,5,5,5,5,5,5,5,TRUE
170392,25-02-2021,Male,31,Leinster,Business-Plus,TRUE,FALSE,3,3,3,,2,3,4,3,3,FALSE
153353,24-10-2021,Not specified,56,,Business,FALSE,FALSE,2,1,5,4,5,3,5,5,3,TRUE
124384,15-04-2021,,37,,Personal,TRUE,TRUE,4,3,1,4,4,2,3,1,1,FALSE
334114,20-03-2021,Female,61,Leinster,Personal,TRUE,FALSE,3,3,4,1,4,,4,2,4,TRUE
327937,19-05-2022,Male,36,,Personal,TRUE,TRUE,4,4,4,1,3,1,4,1,2,FALSE
231254,04-05-2021,Not specified,59,Leinster,Business,TRUE,FALSE,1,1,5,5,4,4,4,1,,TRUE
196305,04-05-2021,Male,34,Munster,Personal,TRUE,FALSE,1,3,1,1,1,2,3,4,3,FALSE
50085,15-06-2021,Not specified,48,Leinster,Business,TRUE,TRUE,3,3,3,3,1,4,5,4,1,FALSE
19110,16-06-2021,f,,Connacht,Business,TRUE,FALSE,4,4,5,4,3,3,3,3,4,TRUE
241028,26-07-2021,Female,29,Munster,Personal,TRUE,FALSE,4,4,4,3,3,1,2,3,3,FALSE
108430,04-02-2022,Female,34,Munster,Business,TRUE,FALSE,1,1,1,5,2,3,5,5,5,FALSE
184531,13-04-2022,Female,38,Leinster,Business,TRUE,FALSE,4,5,1,5,5,2,4,4,5,TRUE
269708,26-03-2021,Female,71,Munster,Personal,FALSE,FALSE,2,2,2,2,2,1,3,2,2,FALSE
205292,28-06-2021,Male,76,Connacht,Personal,TRUE,TRUE,4,4,5,4,4,4,4,4,,FALSE
366059,05-06-2021,Male,56,Munster,Business,TRUE,FALSE,3,3,5,5,5,,5,5,5,TRUE
207987,29-06-2021,,43,Leinster,Business,TRUE,FALSE,2,3,4,4,5,5,4,1,4,TRUE
235249,19-02-2021,Male,26,Ulster,Personal,TRUE,FALSE,1,1,1,2,2,4,3,4,4,FALSE
286465,15-02-2022,Female,45,Connacht,Business,TRUE,TRUE,4,4,2,3,4,1,3,4,4,FALSE
75373,30-05-2021,Female,50,Munster,Business-Plus,TRUE,FALSE,4,1,2,5,4,,4,4,5,TRUE
162996,09-04-2022,Female,77,Connacht,Business,FALSE,TRUE,1,1,2,4,4,4,4,4,5,FALSE
283395,26-08-2022,Female,,Connacht,Personal,FALSE,TRUE,2,2,5,3,3,3,3,3,,FALSE
31948,20-02-2022,Male,46,Munster,Business,TRUE,FALSE,2,4,3,2,1,1,1,1,3,TRUE
18317,06-08-2021,Unspecified,53,Leinster,Personal,TRUE,TRUE,2,3,4,4,4,,1,4,4,TRUE
308337,05-04-2022,m,,Munster,Personal,FALSE,TRUE,3,3,3,1,3,,3,3,3,FALSE
315796,19-01-2021,Female,44,Ulster,Business,TRUE,FALSE,,1,2,2,2,1,2,3,2,FALSE
159046,17-07-2022,Female,63,Munster,Business,TRUE,FALSE,3,4,1,4,4,,3,4,5,TRUE
3833,06-03-2021,Female,65,Leinster,Personal,TRUE,FALSE,3,4,4,4,2,2,2,2,1,TRUE
83795,12-07-2021,Female,32,,Personal,TRUE,FALSE,5,5,5,3,2,5,4,5,2,TRUE
17490,14-06-2022,Male,77,Munster,Personal,TRUE,TRUE,3,3,3,3,1,1,5,3,1,FALSE
6185,26-05-2022,Female,,Munster,Business,TRUE,FALSE,2,2,2,4,4,,4,3,1,FALSE
331037,06-01-2021,Female,27,Leinster,Personal,TRUE,TRUE,3,3,2,1,2,3,3,2,1,FALSE
251868,08-11-2021,Not specified,42,Leinster,Business,FALSE,FALSE,2,4,3,3,1,4,4,5,5,TRUE
172975,14-04-2021,Unspecified,58,Munster,Business,FALSE,FALSE,2,4,4,3,3,4,5,4,3,TRUE
254696,12-09-2021,m,40,Leinster,Business,TRUE,FALSE,2,2,3,3,4,4,4,4,1,TRUE
131723,29-11-2022,,42,Leinster,Business-Plus,TRUE,FALSE,3,1,3,3,3,4,2,3,3,FALSE
16130,05-03-2021,Male,68,Leinster,Business,TRUE,FALSE,1,4,4,5,5,5,4,5,3,TRUE
350371,31-08-2022,Not specified,,Leinster,Business,TRUE,TRUE,3,2,4,4,3,4,4,4,3,FALSE
332587,16-03-2022,Male,,Leinster,Business,TRUE,FALSE,2,3,5,4,5,5,,5,3,TRUE
200672,09-04-2022,Female,43,,Personal,TRUE,TRUE,2,2,2,1,2,1,2,5,,FALSE
233544,01-02-2021,Male,66,Leinster,Personal,TRUE,TRUE,2,3,5,4,3,,3,3,4,FALSE
208587,05-01-2021,Male,30,Leinster,Business,TRUE,TRUE,2,2,4,3,,5,4,5,4,FALSE
223462,18-10-2022,Female,,Munster,Personal,TRUE,TRUE,3,,4,,1,3,4,5,1,FALSE
319540,05-06-2022,f,51,Leinster,Personal,TRUE,FALSE,4,2,4,4,4,3,1,1,,TRUE
172248,21-04-2022,,55,Leinster,Personal,TRUE,FALSE,4,1,2,3,,1,,3,3,FALSE
261134,21-03-2021,Male,32,Munster,Business-Plus,TRUE,FALSE,2,2,2,3,3,4,1,3,3,TRUE
159839,22-12-2022,Male,56,Leinster,Business,TRUE,FALSE,4,4,4,4,5,5,5,5,4,TRUE
186434,16-03-2022,Male,36,Leinster,Business,TRUE,FALSE,3,2,3,3,3,2,2,4,3,FALSE
189118,07-02-2022,Female,18,,Business,TRUE,TRUE,4,4,4,2,3,2,3,,,FALSE
15504,19-05-2022,Not specified,,Munster,Business,FALSE,FALSE,1,1,5,5,4,4,5,4,4,TRUE
269202,24-04-2021,Male,64,,Personal,TRUE,FALSE,2,4,5,4,4,4,4,1,3,TRUE
285776,03-03-2021,Female,48,Munster,Business,TRUE,FALSE,5,5,5,4,5,5,5,,5,TRUE
183346,16-06-2022,Male,54,Leinster,Business,TRUE,FALSE,3,3,5,5,5,5,5,5,,TRUE
147434,26-02-2021,Male,66,Leinster,Personal,TRUE,FALSE,3,4,5,5,5,5,5,4,5,TRUE
138169,18-02-2021,f,63,Leinster,Business,FALSE,FALSE,2,4,4,5,4,3,4,4,,TRUE
143825,17-04-2021,Male,44,Munster,Personal,TRUE,FALSE,5,4,4,2,4,1,2,3,1,TRUE
366767,03-08-2022,Female,38,Leinster,Business,TRUE,TRUE,3,3,3,1,4,1,3,3,4,FALSE
259455,17-12-2021,Male,68,,Personal,FALSE,TRUE,4,4,1,4,4,,1,5,4,FALSE
379613,15-02-2021,Not specified,28,Munster,Business,TRUE,FALSE,2,4,2,2,2,1,4,4,2,FALSE
137410,09-01-2021,m,22,Connacht,Business,TRUE,FALSE,4,4,1,3,3,1,1,5,3,TRUE
192101,22-01-2022,Male,63,Leinster,Personal,FALSE,FALSE,2,5,5,4,4,4,4,3,4,TRUE
305446,23-11-2021,Female,48,Leinster,Personal,TRUE,TRUE,2,2,4,2,1,,5,5,1,FALSE
374919,08-09-2021,,,Leinster,Personal,FALSE,TRUE,2,5,4,4,4,2,2,2,3,FALSE
77583,07-10-2021,Female,60,Leinster,Business,TRUE,FALSE,1,5,5,3,5,4,5,5,3,TRUE
198738,23-04-2022,Female,48,,Business,TRUE,FALSE,4,3,5,5,3,5,4,3,,TRUE
349699,13-12-2022,Unspecified,72,Connacht,Business,TRUE,FALSE,4,4,4,4,4,4,4,4,4,TRUE
163709,15-11-2021,Female,,Connacht,Personal,FALSE,TRUE,3,3,1,4,4,3,2,2,4,FALSE
336639,13-01-2022,Female,36,Munster,Business,TRUE,TRUE,1,1,1,2,3,3,3,3,3,FALSE
275702,05-08-2021,Female,24,Munster,Business-Plus,TRUE,FALSE,3,3,3,1,4,1,4,4,4,FALSE
190548,27-06-2022,Male,24,Munster,Personal,TRUE,TRUE,1,1,3,3,3,3,3,5,,FALSE
226606,21-03-2021,Female,72,,Personal,TRUE,FALSE,3,3,3,3,3,4,2,,3,TRUE
287049,09-03-2021,Female,46,Leinster,Personal,TRUE,TRUE,2,1,1,1,2,4,4,5,2,FALSE
318391,03-07-2021,,45,Ulster,Business,TRUE,FALSE,5,5,5,4,5,5,5,5,,TRUE
189001,30-06-2021,Male,23,Leinster,Business,TRUE,FALSE,5,4,4,4,4,2,1,2,4,TRUE
87940,31-07-2022,,44,Connacht,Personal,TRUE,FALSE,4,3,3,5,4,2,4,,4,FALSE
151439,18-01-2022,Male,46,,Personal,TRUE,FALSE,1,1,1,3,3,4,1,1,3,FALSE
351535,01-03-2021,Female,66,Leinster,Business,FALSE,FALSE,4,3,4,4,5,,4,1,3,TRUE
125815,08-03-2022,Female,43,Leinster,Personal,TRUE,FALSE,2,2,2,2,2,,3,2,2,FALSE
89684,22-02-2022,Female,67,Connacht,Personal,TRUE,TRUE,4,4,3,3,2,4,4,2,1,FALSE
32731,02-10-2022,,33,Munster,Business,TRUE,FALSE,3,1,4,3,3,2,4,4,3,FALSE
110641,06-06-2022,Male,68,Munster,Personal,TRUE,TRUE,1,5,4,2,1,1,1,1,3,TRUE
59677,19-03-2022,Female,57,Munster,Business,TRUE,FALSE,2,2,4,4,4,4,4,4,5,TRUE
143527,07-04-2022,Female,56,,Business,TRUE,FALSE,5,5,4,1,3,3,3,2,5,TRUE
252564,21-01-2021,Female,63,Leinster,Personal,TRUE,FALSE,3,3,4,5,4,4,2,,5,TRUE
303221,02-04-2021,,52,Leinster,Personal,TRUE,TRUE,2,2,4,3,5,5,2,5,5,FALSE
25476,25-02-2022,Not specified,,,Business,FALSE,FALSE,5,5,4,3,4,4,4,4,,TRUE
38237,09-10-2021,Not specified,31,Leinster,Business,TRUE,FALSE,5,5,5,5,5,2,3,5,,TRUE
46678,02-03-2022,Not specified,55,Leinster,Business,TRUE,FALSE,5,5,4,5,4,4,4,4,3,TRUE
325526,02-02-2022,Female,28,Connacht,Personal,TRUE,FALSE,3,2,1,4,1,3,3,4,1,FALSE
110084,06-08-2022,f,27,Ulster,Personal,TRUE,FALSE,3,3,3,,1,3,2,4,4,FALSE
100961,05-11-2021,Female,49,Leinster,Personal,TRUE,FALSE,4,2,4,4,4,2,3,3,4,FALSE
161866,31-01-2021,,47,Ulster,Business,TRUE,FALSE,1,1,1,1,1,1,5,5,5,TRUE
313859,22-10-2021,Male,,Leinster,Business,TRUE,FALSE,3,5,5,3,4,2,1,5,,TRUE
279381,16-08-2022,Male,28,Munster,Personal,TRUE,FALSE,2,2,2,1,2,3,4,5,1,FALSE
116264,08-01-2022,Male,32,Leinster,Business-Plus,TRUE,FALSE,2,4,4,3,3,,4,,3,TRUE
300657,18-08-2022,Male,67,Leinster,Business-Plus,TRUE,FALSE,2,4,4,2,5,5,5,,5,TRUE
244423,26-08-2021,Not specified,58,Munster,Personal,TRUE,FALSE,5,5,4,4,,5,5,1,3,TRUE
370532,25-01-2022,Female,37,Connacht,Business,TRUE,FALSE,2,2,2,2,2,5,4,4,,FALSE
172340,16-10-2022,Male,25,,Personal,TRUE,TRUE,,4,4,4,5,2,3,4,5,FALSE
350337,25-02-2022,,,Munster,Business,TRUE,FALSE,3,3,5,5,5,5,3,5,5,TRUE
282382,15-04-2021,Male,31,Leinster,Personal,TRUE,FALSE,2,3,2,,5,2,4,4,4,FALSE
205295,16-01-2022,Female,63,Munster,Business-Plus,TRUE,TRUE,1,1,1,2,5,5,3,5,1,FALSE
156608,19-04-2021,Male,30,Connacht,Business,TRUE,FALSE,2,4,4,4,4,,1,2,,TRUE
335544,29-01-2022,Female,64,Munster,Personal,TRUE,TRUE,4,3,1,1,2,2,3,,3,FALSE
10864,11-03-2021,Female,,Munster,Business,TRUE,FALSE,5,5,2,3,1,4,4,4,2,TRUE
19677,19-11-2021,Female,54,Leinster,Personal,TRUE,FALSE,2,2,2,2,5,4,4,1,5,FALSE
95894,14-05-2021,Female,69,Connacht,Personal,TRUE,FALSE,4,4,4,4,,4,4,4,5,TRUE
287981,23-01-2022,Not specified,20,Munster,Personal,TRUE,TRUE,2,2,2,2,1,4,3,1,2,FALSE
277237,28-03-2022,Female,43,Connacht,Personal,TRUE,TRUE,2,2,2,1,2,4,3,4,2,FALSE
180896,06-05-2021,,32,Munster,Personal,TRUE,FALSE,2,2,2,4,4,2,3,3,4,FALSE
261138,29-09-2022,Female,77,,Personal,TRUE,FALSE,3,5,3,3,3,3,4,3,4,FALSE
263000,11-04-2022,,,Munster,Personal,FALSE,FALSE,2,2,2,,1,5,5,4,2,FALSE
260157,30-04-2021,Female,63,Munster,Business-Plus,TRUE,TRUE,1,1,4,3,5,5,5,,1,FALSE
119075,18-11-2022,Male,,,Personal,TRUE,FALSE,2,4,3,4,4,2,1,1,4,FALSE
126512,03-08-2022,Female,34,,Business-Plus,TRUE,FALSE,1,3,1,1,1,1,2,3,,FALSE
